age,gender,annual_income,policy_type,premium_amount,incident_type,incident_hour,num_witnesses,police_report,previous_claims,vehicle_age,region_risk,claim_amount,claim_frequency,claim_to_premium_ratio,fraud_label
52,Male,1041813,Premium,41881,Other,9,2,1,3,2,0.478344287,121310.0684,0.085714286,2.89654183,0
51,Male,1307177,Basic,18414,Theft,15,5,1,2,12,0.259744491,110048.1845,0.058823529,5.976332385,0
40,Female,1394730,Premium,12749,Other,20,4,1,3,12,0.193836304,44838.31507,0.130434783,3.517006437,0
47,Female,870008,Gold,29182,Theft,12,2,1,5,9,0.33601919,140030.7511,0.166666667,4.798531668,0
69,Female,986796,Gold,16914,Theft,19,0,0,0,12,0.767841725,74942.06086,0,4.43077101,1
25,Female,1414216,Gold,20007,Other,11,3,1,1,1,0.165716474,37176.63915,0.125,1.858181594,0
39,Female,1197150,Basic,35951,Collision,3,2,0,9,10,0.503403318,121650.1556,0.409090909,3.383776686,0
61,Male,664710,Premium,49691,Other,7,4,0,5,11,0.843478444,276660.37,0.113636364,5.567615263,1
53,Female,1978568,Premium,37608,Collision,11,2,0,11,3,0.341132334,82064.01451,0.305555556,2.182089303,0
22,Male,1518156,Basic,26383,Collision,18,2,0,5,2,0.371686794,66530.39258,1,2.521714459,0
30,Male,1597433,Basic,18042,Fire,14,1,0,11,4,0.895786551,115634.2148,0.846153846,6.409168316,0
46,Male,1273120,Basic,55722,Theft,15,3,0,0,6,0.685003222,95452.32866,0,1.713009739,0
48,Female,1311871,Basic,30412,Other,11,0,0,5,8,0.817940886,111446.8907,0.161290323,3.664569601,1
64,Male,1654430,Basic,18181,Theft,19,4,0,10,4,0.360283795,111057.661,0.212765957,6.108446233,0
33,Male,921075,Gold,49898,Fire,17,5,0,11,7,0.997101572,283197.7368,0.6875,5.675532822,1
59,Male,269409,Premium,8405,Collision,21,5,0,8,1,0.226806733,58032.26837,0.19047619,6.90449356,1
47,Male,1200610,Basic,35868,Other,11,4,1,7,5,0.965743379,135858.124,0.233333333,3.787725104,0
33,Female,721998,Gold,15862,Theft,15,0,1,9,7,0.911889207,46279.98227,0.5625,2.917663742,1
29,Female,1899703,Basic,59679,Fire,19,4,1,4,8,0.596705184,283975.1366,0.333333333,4.758376256,0
34,Male,575903,Gold,33688,Collision,10,1,0,3,10,0.626766832,155568.9408,0.176470588,4.617933413,0
33,Male,1527877,Basic,53017,Collision,21,5,0,5,3,0.797543091,211442.9534,0.3125,3.98821045,1
29,Female,1425213,Premium,35945,Theft,19,5,0,10,3,0.376103896,198128.0536,0.833333333,5.511978123,0
25,Female,925356,Basic,17939,Collision,13,2,0,11,6,0.574722804,111819.1233,1.375,6.233297469,0
37,Female,790176,Basic,51735,Fire,1,1,0,4,12,0.912138214,230993.0699,0.2,4.464928383,0
20,Male,387167,Premium,33931,Collision,12,5,1,5,3,0.161424134,75111.15323,1.666666667,2.213643961,0
33,Female,1728914,Premium,43616,Other,13,1,1,9,4,0.914975802,97589.70377,0.5625,2.237474866,0
47,Male,204507,Basic,44585,Other,5,1,0,10,14,0.755900145,161752.53,0.333333333,3.627958506,0
62,Male,1292564,Premium,55779,Theft,11,0,0,2,14,0.792860346,158974.6867,0.044444444,2.850081334,1
40,Female,560565,Premium,43911,Fire,6,5,1,6,1,0.158246293,98724.19845,0.260869565,2.248279439,1
45,Male,872225,Gold,52277,Collision,3,3,1,7,1,0.268981002,217220.3902,0.25,4.155180868,0
68,Female,1613311,Premium,47826,Collision,6,0,1,4,10,0.932735619,213500.9856,0.078431373,4.464119634,0
57,Male,1640334,Premium,46164,Collision,12,0,0,4,13,0.211646304,210630.0276,0.1,4.562646816,1
22,Female,227213,Basic,27942,Other,10,1,0,11,9,0.66806457,82503.38866,2.2,2.952665831,0
37,Male,1173458,Basic,49539,Fire,7,3,0,3,4,0.804423295,141413.2854,0.15,2.854584982,0
57,Male,1306026,Gold,10272,Collision,18,0,0,9,11,0.308153822,42586.6857,0.225,4.145900088,1
61,Female,597693,Basic,49134,Theft,1,3,1,4,9,0.72891119,202384.8245,0.090909091,4.119038231,0
18,Female,1835086,Premium,29265,Fire,20,5,1,11,9,0.159018862,131280.0528,11,4.485906469,0
47,Female,718728,Premium,53192,Fire,17,1,0,9,12,0.548891563,206376.9934,0.3,3.879850229,0
38,Female,1927332,Premium,33668,Collision,20,0,1,10,14,0.400989806,112372.5289,0.476190476,3.337665702,1
37,Male,1261331,Basic,51196,Other,9,3,0,7,1,0.681167816,136338.6466,0.35,2.663072243,1
23,Female,1904801,Premium,21024,Fire,5,4,1,4,11,0.900104361,117915.7371,0.666666667,5.608625241,0
39,Female,1390821,Premium,36899,Theft,23,0,0,8,5,0.212941826,77059.14858,0.363636364,2.088380405,0
35,Male,1438553,Gold,8747,Fire,21,0,1,11,11,0.505276887,58086.56648,0.611111111,6.640741566,1
25,Female,1417745,Gold,14297,Other,3,0,1,0,14,0.480874426,29565.06839,0,2.06792113,0
56,Female,1544091,Gold,6607,Theft,18,3,1,6,5,0.391415715,26533.25404,0.153846154,4.015930685,0
49,Male,435132,Basic,26458,Other,13,2,0,4,11,0.532150089,81823.61448,0.125,3.092585021,0
50,Female,604470,Premium,32973,Collision,13,5,1,3,7,0.89265563,174379.9075,0.090909091,5.288566629,0
33,Female,335090,Premium,28117,Fire,17,0,0,2,14,0.97629574,67666.27251,0.125,2.406596454,1
29,Female,991624,Premium,21450,Theft,16,4,0,11,11,0.102558599,134638.8025,0.916666667,6.276867247,0
55,Female,988447,Gold,20535,Other,17,4,1,9,0,0.765128389,111284.0808,0.236842105,5.419239388,0
69,Female,1094586,Premium,34355,Collision,17,1,0,6,6,0.65357308,156847.0596,0.115384615,4.565479831,0
51,Female,924276,Premium,12645,Theft,4,2,0,11,11,0.995060932,61793.62007,0.323529412,4.886802695,1
31,Male,1801207,Premium,47238,Fire,8,2,0,1,14,0.180938256,250407.0974,0.071428571,5.300967387,1
53,Female,1055738,Premium,9158,Fire,0,3,0,4,6,0.830211671,42077.04865,0.111111111,4.594567444,0
50,Male,1254405,Premium,46773,Other,3,1,1,1,8,0.940535362,145109.4588,0.03030303,3.102419319,0
40,Male,1807245,Basic,21786,Theft,6,3,0,6,3,0.920904069,94212.61699,0.260869565,4.324456853,0
67,Male,1097883,Premium,45693,Collision,10,1,1,5,14,0.604515434,125491.5228,0.1,2.746405857,0
62,Male,412153,Basic,35911,Collision,13,5,0,9,6,0.394800531,109563.8129,0.2,3.050981952,0
19,Female,480407,Premium,31578,Collision,9,2,0,6,11,0.675913453,177987.4541,3,5.636438474,0
58,Female,959036,Basic,51408,Other,18,5,0,11,12,0.375464796,262868.7643,0.268292683,5.113382436,0
38,Female,646476,Premium,9166,Collision,7,3,0,8,5,0.471042333,47075.99073,0.380952381,5.135936148,1
19,Male,684427,Premium,24309,Theft,2,1,0,1,3,0.501152486,79968.84685,0.5,3.289680647,1
44,Female,520562,Premium,20076,Other,7,2,0,8,9,0.371755159,111465.0964,0.296296296,5.552156624,1
26,Female,1994834,Premium,24377,Fire,17,2,0,6,11,0.407644628,106707.1076,0.666666667,4.377368322,1
18,Female,724436,Gold,14278,Other,4,0,0,1,7,0.106581807,50120.40659,1,3.510324036,1
28,Male,1119258,Premium,38539,Other,19,3,0,9,2,0.367370977,151768.024,0.818181818,3.938037416,0
20,Male,797202,Basic,16440,Other,10,0,1,1,7,0.525074837,44962.95988,0.333333333,2.734973228,1
69,Female,1753687,Gold,31245,Theft,8,2,1,3,12,0.255706633,82609.69594,0.057692308,2.643933299,0
40,Male,1309229,Gold,27097,Fire,18,3,0,1,4,0.825026119,151351.0714,0.043478261,5.585528706,1
43,Male,1996471,Premium,13167,Fire,11,3,0,0,3,0.58387332,72316.96204,0,5.492288451,0
21,Female,392593,Basic,6556,Other,4,5,0,5,2,0.814492601,29369.77011,1.25,4.479830706,0
35,Male,540459,Basic,48918,Other,15,4,1,9,14,0.215293089,194699.2545,0.5,3.980114773,1
23,Male,1541795,Gold,6151,Other,12,1,1,10,13,0.838460132,51078.78457,1.666666667,8.304143158,1
52,Female,1172048,Basic,26698,Theft,5,4,1,4,11,0.962436634,129060.4413,0.114285714,4.834086496,1
39,Male,209795,Premium,22601,Theft,15,4,0,11,9,0.417208587,63901.14891,0.5,2.82735936,0
60,Male,1837419,Premium,31807,Collision,17,2,0,2,6,0.355557164,101371.5152,0.046511628,3.187081938,0
32,Male,1483644,Premium,50302,Fire,16,5,1,10,12,0.682148389,146785.4313,0.666666667,2.918083403,0
39,Male,1711546,Premium,25328,Collision,11,1,0,0,6,0.672322699,141557.35,0,5.588966755,1
54,Male,1182364,Premium,13039,Collision,0,4,0,8,12,0.201221235,76607.78005,0.216216216,5.875280316,0
69,Male,827395,Gold,56194,Other,6,4,1,7,5,0.934082906,108027.4727,0.134615385,1.922402261,1
59,Male,513673,Premium,52427,Theft,13,3,0,5,2,0.53115054,275885.6619,0.119047619,5.262282066,0
29,Male,1696030,Premium,11303,Collision,17,2,1,5,8,0.787974773,70409.35427,0.416666667,6.22926252,1
64,Female,951938,Gold,24053,Collision,22,4,1,11,13,0.423385909,91143.97475,0.234042553,3.789297582,1
66,Female,1415598,Gold,36644,Collision,0,1,0,3,10,0.335382978,158564.5324,0.06122449,4.327162221,0
59,Female,211009,Gold,56265,Other,19,0,1,1,14,0.200144706,246397.1956,0.023809524,4.379226795,0
55,Female,378168,Basic,40745,Other,9,0,0,11,1,0.347066843,197019.1714,0.289473684,4.835419594,1
35,Male,1923480,Basic,50309,Theft,14,2,1,3,2,0.994088031,220522.1296,0.166666667,4.383353468,0
62,Female,1802245,Premium,25762,Collision,10,0,0,1,13,0.692164165,104320.8213,0.022222222,4.04940693,1
52,Female,589913,Premium,28611,Collision,3,3,0,6,0,0.822504097,161078.2125,0.171428571,5.629939971,1
47,Male,1575330,Premium,5422,Theft,14,3,0,8,6,0.962658216,34245.37105,0.266666667,6.316003513,0
41,Male,1316698,Basic,36275,Theft,20,1,0,1,1,0.171092217,72506.00942,0.041666667,1.998787303,0
59,Male,530328,Premium,31597,Theft,15,5,1,8,9,0.248224983,74060.31597,0.19047619,2.343903408,1
47,Male,633297,Premium,16985,Fire,14,2,1,8,7,0.935169123,42226.00751,0.266666667,2.486076392,0
31,Male,414709,Basic,33707,Theft,16,2,0,7,8,0.608098313,122756.5544,0.5,3.641871255,1
23,Female,1162816,Gold,54242,Other,22,0,0,0,11,0.671364285,146146.526,0,2.694342501,1
20,Male,811516,Basic,8372,Fire,10,4,0,4,10,0.484870854,53537.09104,1.333333333,6.394779149,0
33,Female,1059375,Premium,21083,Theft,17,4,1,9,13,0.832985861,124752.8132,0.5625,5.917223033,1
24,Female,1200294,Basic,39710,Other,15,5,1,10,1,0.565519794,208147.903,1.428571429,5.2416999,0
69,Male,1853634,Gold,57957,Theft,14,4,0,3,5,0.843516512,294994.8514,0.057692308,5.089891668,0
31,Female,1301302,Gold,30816,Theft,10,5,1,6,10,0.992967943,96908.06647,0.428571429,3.144732167,0
26,Female,1664003,Gold,14950,Fire,12,1,0,10,14,0.682054106,69906.82914,1.111111111,4.676042083,1
32,Male,1146984,Gold,54050,Other,17,2,1,7,0,0.575932225,158972.7684,0.466666667,2.941216807,0
38,Female,388210,Gold,54249,Collision,7,0,0,9,7,0.428642069,117052.7442,0.428571429,2.157694044,1
52,Female,945742,Gold,39247,Theft,8,1,0,10,4,0.275226798,220934.6795,0.285714286,5.629339301,0
19,Female,1553223,Premium,9626,Fire,21,3,0,7,8,0.690992009,52654.62494,3.5,5.470042067,1
44,Male,377265,Premium,31408,Other,10,3,1,1,2,0.156373473,66264.82311,0.037037037,2.109807155,0
19,Male,1769335,Basic,15777,Theft,16,3,0,2,1,0.960658827,40169.46864,1,2.546077748,0
52,Male,1047790,Premium,10147,Collision,0,5,1,9,6,0.682799685,50015.64765,0.257142857,4.929106893,1
35,Female,1329433,Gold,57799,Other,10,5,1,9,10,0.963426496,117196.2032,0.5,2.027651054,1
31,Male,1631177,Premium,10443,Other,6,2,0,6,6,0.345047059,39026.14069,0.428571429,3.737062213,0
37,Female,1139621,Basic,5079,Fire,7,3,0,3,12,0.951864233,32409.71681,0.15,6.38112164,0
35,Male,1507981,Gold,36282,Theft,18,5,0,5,9,0.650912628,199999.7519,0.277777778,5.512368445,0
27,Female,390128,Premium,43345,Theft,3,5,1,7,14,0.82923757,243540.9529,0.7,5.618663118,1
42,Male,1890792,Premium,17901,Other,3,4,1,7,4,0.261030972,76587.66249,0.28,4.278401346,0
19,Male,1831570,Basic,7223,Theft,18,5,1,6,6,0.550099334,31853.28962,3,4.409980565,1
42,Female,1593526,Gold,40337,Other,23,3,1,11,11,0.612064329,231065.97,0.44,5.728387584,1
50,Male,779294,Basic,47732,Collision,8,1,1,1,5,0.453568982,225788.6294,0.03030303,4.730340848,0
53,Female,1860102,Gold,18768,Fire,16,3,1,1,8,0.327909462,77727.66575,0.027777778,4.141499667,0
48,Male,448018,Gold,58670,Theft,17,4,1,2,11,0.914297267,292357.8749,0.064516129,4.983089738,0
31,Male,1711710,Premium,22507,Theft,0,3,0,3,2,0.176552993,80568.08045,0.214285714,3.579689894,0
18,Female,1967091,Basic,21249,Fire,13,0,0,0,3,0.238588382,42909.61217,0,2.019370896,0
63,Female,1184825,Basic,40391,Collision,3,4,0,4,8,0.38845948,222172.0036,0.086956522,5.500532385,0
33,Female,1032230,Basic,39171,Collision,9,2,1,6,9,0.927793001,155926.8649,0.375,3.980671029,1
63,Male,1325847,Gold,56730,Collision,22,3,0,11,13,0.607789333,265870.3321,0.239130435,4.686591435,0
69,Female,1016609,Basic,54483,Collision,13,5,1,9,12,0.435856323,186717.544,0.173076923,3.427078978,1
20,Male,1738040,Gold,12485,Collision,6,1,1,10,14,0.462410394,47506.43163,3.333333333,3.805080627,0
52,Female,590166,Basic,49568,Other,11,3,1,4,7,0.853999833,137758.5472,0.114285714,2.779183087,1
58,Female,715631,Basic,54891,Theft,21,1,1,6,9,0.124101617,105425.4372,0.146341463,1.920632476,0
23,Female,1592935,Premium,34784,Theft,15,0,0,4,5,0.110205152,72861.47549,0.666666667,2.094683633,0
42,Female,1291589,Basic,50566,Theft,4,2,1,10,11,0.141476227,137796.7593,0.4,2.7250872,0
30,Female,1855464,Premium,29617,Other,10,5,0,9,2,0.522284501,125387.3667,0.692307692,4.233628209,0
51,Female,1606819,Premium,42748,Fire,3,4,1,7,11,0.623124455,249897.3469,0.205882353,5.845825464,1
25,Male,1564170,Gold,8878,Collision,12,4,0,6,8,0.662021929,56279.30215,0.75,6.339186996,0
38,Female,1689720,Basic,6949,Fire,7,2,1,0,8,0.758023412,16810.26061,0,2.419090604,0
51,Male,584784,Basic,24844,Collision,6,0,1,10,10,0.270751408,140974.7447,0.294117647,5.674398032,1
21,Female,1078835,Basic,56280,Collision,10,0,0,0,5,0.336056209,207654.4017,0,3.689665986,1
42,Female,638598,Premium,25881,Fire,10,3,0,11,1,0.319156314,124180.8266,0.44,4.798146387,0
32,Female,823578,Basic,56306,Theft,16,0,0,4,6,0.234254888,122685.3545,0.266666667,2.17890375,0
21,Male,1464686,Gold,26614,Other,21,3,1,1,14,0.319956019,90517.98482,0.25,3.401141685,0
62,Male,1380408,Gold,28828,Fire,13,1,1,8,8,0.65228738,161191.8432,0.177777778,5.591502816,0
29,Female,1272718,Basic,55389,Theft,1,2,1,1,8,0.429770434,182825.8073,0.083333333,3.300760211,0
49,Male,572333,Premium,14958,Collision,19,1,0,11,2,0.791121193,47542.45359,0.34375,3.178396416,1
49,Female,1093964,Gold,13697,Theft,20,1,0,8,1,0.582776919,50088.69275,0.25,3.656909743,0
45,Female,1134794,Gold,26624,Collision,7,1,0,9,11,0.29083525,82526.96414,0.321428571,3.099720708,1
30,Male,1188539,Premium,20493,Collision,21,1,1,1,4,0.520643801,90545.82417,0.076923077,4.418378186,0
48,Male,331436,Gold,47801,Theft,1,4,1,3,10,0.634031922,255393.6527,0.096774194,5.34285167,0
31,Male,1043353,Premium,26199,Collision,20,0,0,2,9,0.879575474,123665.3136,0.142857143,4.7202303,1
37,Male,481941,Gold,47354,Other,14,2,1,5,12,0.85034584,244326.123,0.25,5.159566731,0
35,Female,1485979,Premium,5256,Theft,4,2,1,3,6,0.483831852,32325.51054,0.166666667,6.15021129,0
46,Male,1805399,Gold,39488,Fire,5,5,1,8,2,0.682908237,74538.77888,0.275862069,1.887631151,0
23,Male,508444,Basic,35493,Collision,16,1,0,8,11,0.368024302,88396.58627,1.333333333,2.490535775,0
49,Female,216105,Gold,51009,Collision,7,2,0,9,3,0.669702979,177898.0752,0.28125,3.487582098,1
46,Male,863299,Gold,54002,Other,18,3,0,8,9,0.921513201,121715.2643,0.275862069,2.253902897,1
60,Male,803760,Basic,28731,Other,4,2,1,2,1,0.662088493,131058.143,0.046511628,4.561558698,0
19,Male,897389,Basic,12076,Fire,22,1,0,2,11,0.373394654,30004.33369,1,2.484625182,0
40,Male,1919799,Basic,6071,Collision,18,2,0,3,11,0.679585081,29214.51774,0.130434783,4.812142603,0
36,Female,278097,Basic,39390,Fire,13,0,1,8,10,0.912479204,137894.088,0.421052632,3.500738462,1
48,Female,461674,Premium,7066,Fire,9,1,1,5,13,0.223342238,39958.94804,0.161290323,5.655101618,0
68,Male,341519,Premium,30645,Collision,12,4,1,8,14,0.534202226,142116.5864,0.156862745,4.637513018,1
22,Male,1869024,Gold,46410,Fire,21,0,1,7,13,0.388945855,262407.9806,1.4,5.654125847,1
36,Female,246940,Gold,38665,Fire,4,2,0,6,9,0.317320709,113438.941,0.315789474,2.933892177,0
51,Male,933307,Gold,59327,Other,6,4,1,4,12,0.456588079,259033.947,0.117647059,4.366206736,1
27,Male,285001,Premium,34412,Other,9,5,1,8,11,0.454571241,73947.35114,0.8,2.14888269,1
42,Male,1923578,Gold,36835,Fire,10,0,1,3,12,0.289389697,65900.87158,0.12,1.78908298,0
19,Male,952158,Gold,46041,Collision,2,5,1,3,1,0.463262616,78731.56958,1.5,1.710031702,0
28,Male,951259,Premium,58326,Other,12,3,1,7,6,0.670358638,205721.9078,0.636363636,3.527104684,0
67,Male,1447291,Gold,43549,Fire,1,0,1,3,1,0.123158769,167004.5709,0.06,3.834865805,0
48,Male,1256504,Premium,58096,Theft,3,4,0,6,0,0.990302691,97587.48727,0.193548387,1.679762587,1
32,Male,1820866,Premium,51390,Theft,2,5,0,3,3,0.366349892,164571.3563,0.2,3.202400394,1
26,Male,546997,Basic,51052,Fire,14,3,0,10,14,0.661280828,106921.2625,1.111111111,2.094359916,1
40,Female,838902,Basic,48167,Theft,3,5,0,0,13,0.355194051,204617.4088,0,4.248082896,0
36,Female,317517,Premium,59587,Other,22,2,1,9,5,0.45418229,255833.3923,0.473684211,4.293443071,0
26,Female,1404665,Premium,31578,Collision,20,1,1,8,9,0.594313728,162918.8479,0.888888889,5.159251628,0
52,Male,1327640,Basic,14883,Fire,3,5,1,3,9,0.650667252,63844.50203,0.085714286,4.289760265,1
38,Male,1655105,Gold,47139,Other,14,2,0,2,3,0.793412155,192669.4278,0.095238095,4.087261669,1
26,Female,594775,Gold,57087,Collision,5,1,1,2,0,0.812515433,152435.3368,0.222222222,2.670228542,0
45,Male,1299469,Gold,27217,Theft,22,1,1,8,0,0.566832861,62128.68628,0.285714286,2.28271618,1
63,Female,1525887,Premium,15707,Theft,4,4,1,7,8,0.168153179,84383.97154,0.152173913,5.372379929,0
68,Male,762886,Basic,45856,Theft,11,3,1,9,0,0.602005203,194514.4201,0.176470588,4.241853194,0
24,Female,1387171,Gold,18140,Theft,6,3,0,6,6,0.529822256,107295.3577,0.857142857,5.914848825,0
33,Female,1036209,Basic,54613,Other,2,0,1,6,10,0.293847947,312017.8636,0.375,5.713252588,0
33,Female,621655,Basic,16093,Other,6,2,1,3,11,0.109146585,88680.86878,0.1875,5.510524376,0
50,Male,1627098,Premium,21500,Collision,11,4,1,2,11,0.384369377,125513.4799,0.060606061,5.837836276,1
21,Female,1329636,Gold,43553,Fire,14,5,0,11,11,0.33353949,200122.4142,2.75,4.594916865,1
21,Male,999717,Basic,11507,Collision,18,2,1,3,14,0.534619197,32992.736,0.75,2.86718832,0
56,Male,1652765,Premium,37586,Fire,5,5,1,5,13,0.785441412,83884.78327,0.128205128,2.231809271,0
57,Male,585114,Premium,10830,Theft,7,5,1,11,6,0.49513601,70709.42862,0.275,6.529033113,1
34,Male,746982,Premium,35608,Theft,5,5,1,3,0,0.956411578,91648.50561,0.176470588,2.573817839,1
54,Male,1121806,Gold,42329,Theft,2,0,1,3,0,0.299181986,78319.77929,0.081081081,1.850262924,1
56,Male,1509977,Gold,52287,Theft,4,0,1,1,5,0.298856837,181205.789,0.025641026,3.46559927,1
69,Male,971136,Premium,29511,Other,8,4,1,6,7,0.644004607,93908.5554,0.115384615,3.182154295,0
46,Female,1926327,Gold,38427,Collision,23,0,0,5,6,0.906636334,158543.7293,0.172413793,4.125841968,1
69,Female,991043,Gold,23506,Fire,15,4,0,1,5,0.704671811,95687.60084,0.019230769,4.070773455,0
53,Female,1782236,Basic,33395,Fire,21,0,1,4,9,0.706310407,151627.4037,0.111111111,4.540422331,1
55,Male,1403960,Premium,49303,Other,15,3,1,5,2,0.825657377,196135.8435,0.131578947,3.978172596,0
56,Male,1393728,Premium,51770,Theft,8,4,0,4,13,0.701811588,169035.5092,0.102564103,3.265124767,0
67,Male,1067050,Gold,32126,Collision,17,3,0,3,11,0.783412932,61230.26553,0.06,1.905941155,0
54,Male,837233,Premium,34466,Theft,12,3,0,10,10,0.879514715,196478.1166,0.27027027,5.70063589,1
69,Female,1094829,Premium,22970,Other,10,4,0,10,6,0.107119637,82492.56854,0.192307692,3.591317742,0
52,Male,820501,Premium,9682,Fire,9,2,1,8,5,0.897060619,48663.92747,0.228571429,5.026226758,0
24,Female,220874,Gold,53470,Other,9,1,1,2,7,0.29373794,205822.8108,0.285714286,3.849313836,0
44,Male,1704329,Gold,15939,Fire,5,0,1,10,3,0.920894929,60482.26371,0.37037037,3.794608426,1
45,Female,1977850,Gold,13826,Collision,15,5,1,1,8,0.339564966,43299.23081,0.035714286,3.13172507,0
39,Male,594813,Basic,28371,Fire,11,0,1,8,14,0.509715045,91160.1091,0.363636364,3.213144024,1
31,Female,735888,Premium,34946,Collision,3,5,0,7,0,0.940495033,96935.90389,0.5,2.77387695,1
24,Male,1121251,Basic,29359,Theft,4,2,0,8,11,0.198772131,65108.05292,1.142857143,2.217652267,1
54,Female,1065847,Gold,24266,Theft,1,1,0,9,12,0.770754816,148878.0229,0.243243243,6.135251912,1
39,Male,671769,Basic,43017,Other,18,2,0,10,6,0.453203775,184956.9022,0.454545455,4.299623457,1
22,Female,880175,Premium,24195,Collision,0,1,0,2,8,0.121690672,53751.22514,0.4,2.221584011,0
19,Female,939860,Premium,50413,Theft,3,4,1,0,9,0.94521976,199489.0994,0,3.957096373,0
44,Male,818636,Gold,32315,Collision,11,4,0,10,13,0.206045976,99992.82412,0.37037037,3.09431608,0
38,Female,305736,Gold,59679,Theft,1,5,0,0,0,0.796727594,163683.2766,0,2.742728205,1
55,Male,612106,Basic,23268,Theft,11,3,1,2,9,0.445843132,116968.3256,0.052631579,5.027003852,1
32,Male,655040,Gold,14710,Fire,15,3,1,3,2,0.829524635,79685.59079,0.2,5.417103385,0
38,Male,335797,Basic,46581,Other,1,5,1,1,6,0.775258538,204765.4871,0.047619048,4.395901485,0
27,Female,636421,Premium,50537,Fire,16,4,1,7,8,0.669896688,278824.9815,0.7,5.517244424,1
40,Female,1924620,Premium,19161,Collision,1,5,1,11,13,0.945300265,121106.3943,0.47826087,6.320463143,1
56,Male,685077,Premium,36821,Theft,3,3,0,2,0,0.189031133,139410.0399,0.051282051,3.786155724,1
22,Male,1175415,Premium,59225,Other,5,5,1,3,5,0.818721216,310906.3736,0.6,5.249579968,0
18,Female,1215582,Premium,14729,Theft,22,4,1,5,10,0.703706753,66702.59929,5,4.528657702,1
